date,cases
2020-03-01,2
2020-03-02,3.142857142857143
2020-03-03,4
2020-03-04,5.142857142857143
2020-03-05,7.714285714285714
2020-03-06,10
2020-03-07,12.571428571428571
2020-03-08,13.285714285714286
2020-03-09,19.857142857142858
2020-03-10,22.285714285714285
2020-03-11,28.714285714285715
2020-03-12,33.285714285714285
2020-03-13,42.57142857142857
2020-03-14,56.42857142857143
2020-03-15,67.57142857142857
2020-03-16,75.28571428571429
2020-03-17,99.42857142857143
2020-03-18,116.14285714285714
2020-03-19,136.85714285714286
2020-03-20,163
2020-03-21,176.57142857142858
2020-03-22,203
2020-03-23,257.57142857142856
2020-03-24,293.14285714285717
2020-03-25,344.57142857142856
2020-03-26,442.14285714285717
2020-03-27,529.2857142857143
2020-03-28,612.7142857142857
2020-03-29,666.8571428571429
2020-03-30,733.1428571428571
2020-03-31,846.8571428571429
2020-04-01,951
2020-04-02,1005.8571428571429
2020-04-03,1073.7142857142858
2020-04-04,1148.142857142857
2020-04-05,1233.5714285714287
2020-04-06,1268.2857142857142
2020-04-07,1255.5714285714287
2020-04-08,1290
2020-04-09,1275.142857142857
2020-04-10,1254.5714285714287
2020-04-11,1208.5714285714287
2020-04-12,1150.857142857143
2020-04-13,1129.4285714285713
2020-04-14,1174
2020-04-15,1134.142857142857
2020-04-16,1120.7142857142858
2020-04-17,1131.2857142857142
2020-04-18,1184.857142857143
2020-04-19,1168
2020-04-20,1343.4285714285713
2020-04-21,1413.2857142857142
2020-04-22,1506.5714285714287
2020-04-23,1626.2857142857142
2020-04-24,1692
2020-04-25,1678
2020-04-26,1726.142857142857
2020-04-27,1616
2020-04-28,1517
2020-04-29,1589.7142857142858
2020-04-30,1541.5714285714287
2020-05-01,1554.2857142857142
2020-05-02,1575.4285714285713
2020-05-03,1602.5714285714287
2020-05-04,1566.857142857143
2020-05-05,1754.142857142857
2020-05-06,1686.142857142857
2020-05-07,1726.142857142857
2020-05-08,1758
2020-05-09,1876.2857142857142
2020-05-10,1863.7142857142858
2020-05-11,1886
2020-05-12,1761.142857142857
2020-05-13,1787.7142857142858
2020-05-14,1783.4285714285713
2020-05-15,1773.2857142857142
2020-05-16,1720
2020-05-17,1745.5714285714287
2020-05-18,1781.7142857142858
2020-05-19,1827.857142857143
2020-05-20,1860
2020-05-21,1931.2857142857142
2020-05-22,1964.857142857143
2020-05-23,1979.857142857143
2020-05-24,2039.857142857143
2020-05-25,2118
2020-05-26,2286.714285714286
2020-05-27,2241.5714285714284
2020-05-28,2208.285714285714
2020-05-29,2324.4285714285716
2020-05-30,2479.1428571428573
2020-05-31,2560.714285714286
2020-06-01,2644.1428571428573
2020-06-02,2522.285714285714
2020-06-03,2557.5714285714284
2020-06-04,2721
2020-06-05,2764.1428571428573
2020-06-06,2669.5714285714284
2020-06-07,2654.8571428571427
2020-06-08,2697.5714285714284
2020-06-09,2794.8571428571427
2020-06-10,2862.1428571428573
2020-06-11,2919.8571428571427
2020-06-12,2967.285714285714
2020-06-13,3055.1428571428573
2020-06-14,3062.8571428571427
2020-06-15,3100.1428571428573
2020-06-16,3164.8571428571427
2020-06-17,3389.8571428571427
2020-06-18,3417.4285714285716
2020-06-19,3431.285714285714
2020-06-20,3541
2020-06-21,3703.4285714285716
2020-06-22,4155.428571428572
2020-06-23,4611.142857142857
2020-06-24,4653.857142857143
2020-06-25,4838
2020-06-26,5119.285714285715
2020-06-27,5135.857142857143
2020-06-28,5349.571428571428
2020-06-29,5594.142857142857
2020-06-30,5832.285714285715
2020-07-01,6150.714285714285
2020-07-02,6525.571428571428
2020-07-03,6710.428571428572
2020-07-04,7264
2020-07-05,7366.142857142857
2020-07-06,7240.428571428572
2020-07-07,7408
2020-07-08,7667.428571428572
2020-07-09,7963.714285714285
2020-07-10,8310.714285714286
2020-07-11,8254.142857142857
2020-07-12,8379.42857142857
2020-07-13,8667.714285714286
2020-07-14,8907.857142857143
2020-07-15,8903.714285714286
2020-07-16,8900.42857142857
2020-07-17,8886.285714285714
2020-07-18,8827.285714285714
2020-07-19,8757.714285714286
2020-07-20,9078
2020-07-21,9018.57142857143
2020-07-22,9498.857142857143
2020-07-23,9477.285714285714
2020-07-24,9466.857142857143
2020-07-25,9604.142857142857
2020-07-26,9376.285714285714
2020-07-27,9248.714285714286
2020-07-28,9141.142857142857
2020-07-29,8922.285714285714
2020-07-30,8833.714285714286
2020-07-31,8644
2020-08-01,8527.285714285714
2020-08-02,8506.142857142857
2020-08-03,8154.714285714285
2020-08-04,7619.428571428572
2020-08-05,6961.142857142857
2020-08-06,6895.857142857143
2020-08-07,6890.714285714285
2020-08-08,6783.142857142857
2020-08-09,6948.857142857143
2020-08-10,7647.571428571428
2020-08-11,8493.57142857143
2020-08-12,8813
2020-08-13,8764
2020-08-14,9141.142857142857
2020-08-15,9212
2020-08-16,9137.714285714286
2020-08-17,8592.57142857143
2020-08-18,7721.428571428572
2020-08-19,7530.714285714285
2020-08-20,7218.714285714285
2020-08-21,6653.714285714285
2020-08-22,6396.142857142857
2020-08-23,6152.714285714285
2020-08-24,5989.428571428572
2020-08-25,5960.571428571428
2020-08-26,5737.857142857143
2020-08-27,5650.142857142857
2020-08-28,5482.285714285715
2020-08-29,5284.142857142857
2020-08-30,5223.285714285715
2020-08-31,5136.285714285715
2020-09-01,4919
2020-09-02,4888.571428571428
2020-09-03,4781.285714285715
2020-09-04,4736.142857142857
2020-09-05,4788.285714285715
2020-09-06,4759
2020-09-07,4015.8571428571427
2020-09-08,3976.714285714286
2020-09-09,3742
2020-09-10,3583.4285714285716
2020-09-11,3463.714285714286
2020-09-12,3332.4285714285716
2020-09-13,3282.1428571428573
2020-09-14,3609.714285714286
2020-09-15,3432.5714285714284
2020-09-16,3451.5714285714284
2020-09-17,3443.714285714286
2020-09-18,3474.714285714286
2020-09-19,3525
2020-09-20,3565.5714285714284
2020-09-21,3568.5714285714284
2020-09-22,3566.4285714285716
2020-09-23,3549.714285714286
2020-09-24,3501
2020-09-25,3448.285714285714
2020-09-26,3433.4285714285716
2020-09-27,3360.4285714285716
2020-09-28,3204
2020-09-29,3261
2020-09-30,3231.4285714285716
2020-10-01,3238.5714285714284
2020-10-02,3212
2020-10-03,3156.4285714285716
2020-10-04,3240.285714285714
2020-10-05,3259
2020-10-06,3165.1428571428573
2020-10-07,3230.4285714285716
2020-10-08,3297.4285714285716
2020-10-09,3265.4285714285716
2020-10-10,3266.714285714286
2020-10-11,3231.5714285714284
2020-10-12,3100.4285714285716
2020-10-13,3356.714285714286
2020-10-14,3335.8571428571427
2020-10-15,3248.714285714286
2020-10-16,3155.285714285714
2020-10-17,3026.285714285714
2020-10-18,2932.8571428571427
2020-10-19,3213.1428571428573
2020-10-20,3223.8571428571427
2020-10-21,3162.5714285714284
2020-10-22,3627.714285714286
2020-10-23,4004.714285714286
2020-10-24,4318
2020-10-25,4403.571428571428
2020-10-26,4422.142857142857
2020-10-27,4452.857142857143
2020-10-28,4633
2020-10-29,4332.428571428572
2020-10-30,4197.857142857143
2020-10-31,4059.285714285714
2020-11-01,4208
2020-11-02,4330.428571428572
2020-11-03,4408
2020-11-04,4552.714285714285
2020-11-05,4846.857142857143
2020-11-06,5057.857142857143
2020-11-07,5356.285714285715
2020-11-08,5589.428571428572
2020-11-09,5921.571428571428
2020-11-10,6365
2020-11-11,6281.285714285715
2020-11-12,6834.571428571428
2020-11-13,7358.428571428572
2020-11-14,7726.571428571428
2020-11-15,7984.571428571428
2020-11-16,8745.57142857143
2020-11-17,9076.42857142857
2020-11-18,10061.57142857143
2020-11-19,10522.142857142857
2020-11-20,10981.285714285714
2020-11-21,11583.57142857143
2020-11-22,11450.857142857143
2020-11-23,12485.42857142857
2020-11-24,13349.285714285714
2020-11-25,13617.857142857143
2020-11-26,12595.57142857143
2020-11-27,13119.857142857143
2020-11-28,13265.57142857143
2020-11-29,13937
2020-11-30,14107.57142857143
2020-12-01,14119.42857142857
2020-12-02,14869.42857142857
2020-12-03,17007.14285714286
2020-12-04,17805.14285714286
2020-12-05,18994.571428571428
2020-12-06,20413.571428571428
2020-12-07,22219.571428571428
2020-12-08,24881.85714285714
2020-12-09,26748
2020-12-10,28578
2020-12-11,30392.85714285714
2020-12-12,31149.285714285714
2020-12-13,31766.285714285714
2020-12-14,32851.71428571428
2020-12-15,32351.85714285714
2020-12-16,35286.28571428572
2020-12-17,37745.42857142857
2020-12-18,40353
2020-12-19,41492.857142857145
2020-12-20,41832.57142857143
2020-12-21,44771.57142857143
2020-12-22,45214.71428571428
2020-12-23,44162
2020-12-24,41664.57142857143
2020-12-25,34848.57142857143
2020-12-26,37373
2020-12-27,37536.857142857145
2020-12-28,38117.57142857143
2020-12-29,38095.142857142855
2020-12-30,36139
2020-12-31,36193.28571428572
2021-01-01,39718
2021-01-02,36530.57142857143
2021-01-03,35690.142857142855
2021-01-04,36748.57142857143
2021-01-05,38041.857142857145
2021-01-06,38954.857142857145
2021-01-07,39745.42857142857
2021-01-08,42464.28571428572
2021-01-09,43788
2021-01-10,44794.57142857143
2021-01-11,41830.57142857143
2021-01-12,43124.28571428572
2021-01-13,43499
2021-01-14,43673.857142857145
2021-01-15,42323.42857142857
2021-01-16,41244.42857142857
2021-01-17,40052.42857142857
2021-01-18,35711
2021-01-19,36404.28571428572
2021-01-20,33489.28571428572
2021-01-21,31276
2021-01-22,29031.285714285714
2021-01-23,27545.85714285714
2021-01-24,27087
2021-01-25,28175.428571428572
2021-01-26,23147
2021-01-27,22907.285714285714
2021-01-28,22200.285714285714
2021-01-29,21508.571428571428
2021-01-30,20767.714285714286
2021-01-31,19887.571428571428
2021-02-01,18568
2021-02-02,17211.571428571428
2021-02-03,16371.57142857143
2021-02-04,15486.142857142857
2021-02-05,14793.142857142857
2021-02-06,13907.57142857143
2021-02-07,13326.57142857143
2021-02-08,12622.857142857143
2021-02-09,12268.714285714286
2021-02-10,11721.285714285714
2021-02-11,11180
2021-02-12,10471
2021-02-13,10207.857142857143
2021-02-14,9752.714285714286
2021-02-15,7999.857142857143
2021-02-16,8083.142857142857
2021-02-17,7813.142857142857
2021-02-18,7348.571428571428
2021-02-19,7075.714285714285
2021-02-20,6729.428571428572
2021-02-21,6616.714285714285
2021-02-22,6797.857142857143
2021-02-23,6116.285714285715
2021-02-24,6009.285714285715
2021-02-25,5771.714285714285
2021-02-26,5680
2021-02-27,5415.571428571428
2021-02-28,5299.571428571428
2021-03-01,5222.285714285715
2021-03-02,4932
